153. Danh mục xã, phường cũ
Mã|Tên|Huyện|Tỉnh
153.00007477|Xã Phương Sơn|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007480|Xã Chu Điện|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007483|Xã Cương Sơn|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007486|Xã Nghĩa Phương|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007489|Xã Vô Tranh|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007492|Xã Bình Sơn|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007495|Xã Lan Mẫu|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007498|Xã Yên Sơn|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007501|Xã Khám Lạng|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007504|Xã Huyền Sơn|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007507|Xã Trường Sơn|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007510|Xã Lục Sơn|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007513|Xã Bắc Lũng|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007516|Xã Vũ Xá|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007519|Xã Cẩm Lý|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007522|Xã Đan Hội|Huyện Lục Nam|Tỉnh Bắc Giang
153.00007525|Thị trấn Chũ|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007528|Xã Cấm Sơn|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007531|Xã Tân Sơn|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007534|Xã Phong Minh|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007537|Xã Phong Vân|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007540|Xã Sa Lý|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007543|Xã Hộ Đáp|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007546|Xã Sơn Hải|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007549|Xã Thanh Hải|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007552|Xã Kiên Lao|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007555|Xã Biên Sơn|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007558|Xã Kiên Thành|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007561|Xã Hồng Giang|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007564|Xã Kim Sơn|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007567|Xã Tân Hoa|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007570|Xã Giáp Sơn|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007573|Xã Biển Động|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007576|Xã Quý Sơn|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007579|Xã Trù Hựu|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007582|Xã Phì Điền|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007588|Xã Tân Quang|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007591|Xã Đồng Cốc|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007594|Xã Tân Lập|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007597|Xã Phú Nhuận|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007600|Xã Mỹ An|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007603|Xã Nam Dương|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007606|Xã Tân Mộc|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007609|Xã Đèo Gia|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007612|Xã Phượng Sơn|Huyện Lục Ngạn|Tỉnh Bắc Giang
153.00007615|Thị trấn An Châu|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007616|Thị trấn Tây Yên Tử|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007621|Xã Vân Sơn|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007624|Xã Hữu Sản|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007627|Xã Đại Sơn|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007630|Xã Phúc Sơn|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007636|Xã Giáo Liêm|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007642|Xã Cẩm Đàn|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007645|Xã An Lạc|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007648|Xã Vĩnh An|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007651|Xã Yên Định|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007654|Xã Lệ Viễn|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007660|Xã An Bá|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007663|Xã Tuấn Đạo|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007666|Xã Dương Hưu|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007672|Xã Long Sơn|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007678|Xã Thanh Luận|Huyện Sơn Động|Tỉnh Bắc Giang
153.00007681|Thị trấn Nham Biền|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007682|Thị trấn Tân An|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007684|Xã Lão Hộ|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007690|Xã Hương Gián|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007702|Xã Quỳnh Sơn|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007708|Xã Nội Hòang|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007711|Xã Tiền Phong|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007714|Xã Xuân Phú|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007717|Xã Tân Liễu|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007720|Xã Trí Yên|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007723|Xã Lãng Sơn|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007726|Xã Yên Lư|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007729|Xã Tiến Dũng|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007735|Xã Đức Giang|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007738|Xã Cảnh Thụy|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007741|Xã Tư Mại|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007747|Xã Đồng Việt|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007750|Xã Đồng Phúc|Huyện Yên Dũng|Tỉnh Bắc Giang
153.00007759|Xã Thượng Lan|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007762|Xã Việt Tiến|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007765|Xã Nghĩa Trung|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007768|Xã Minh Đức|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007771|Xã Hương Mai|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007774|Xã Tự Lạn|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007777|Thị trấn Bích Động|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007780|Xã Trung Sơn|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007783|Xã Hồng Thái|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007786|Xã Tiên Sơn|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007789|Xã Tăng Tiến|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007792|Xã Quảng Minh|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007795|Thị trấn Nếnh|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007798|Xã Ninh Sơn|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007801|Xã Vân Trung|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007804|Xã Vân Hà|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007807|Xã Quang Châu|Huyện Việt Yên|Tỉnh Bắc Giang
153.00007813|Xã Đồng Tân|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007816|Xã Thanh Vân|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007819|Xã Hòang Lương|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007822|Xã Hòang Vân|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007825|Xã Hòang Thanh|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007828|Xã Hòang An|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007831|Xã Ngọc Sơn|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007834|Xã Thái Sơn|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007837|Xã Hòa Sơn|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007840|Thị trấn Thắng|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007843|Xã Quang Minh|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007846|Xã Lương Phong|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007849|Xã Hùng Sơn|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007852|Xã Đại Thành|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007855|Xã Thường Thắng|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007858|Xã Hợp Thịnh|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007861|Xã Danh Thắng|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007864|Xã Mai Trung|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007867|Xã Đoan Bái|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007870|Xã Bắc Lý|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007873|Xã Xuân Cẩm|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007876|Xã Hương Lâm|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007879|Xã Đông Lỗ|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007882|Xã Châu Minh|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007885|Xã Mai Đình|Huyện Hiệp Hòa|Tỉnh Bắc Giang
153.00007888|Phường Dữu Lâu|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007891|Phường Vân Cơ|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007894|Phường Nông Trang|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007897|Phường Tân Dân|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007900|Phường Gia Cẩm|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007903|Phường Tiên Cát|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007906|Phường Thọ Sơn|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007909|Phường Thanh Miếu|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007912|Phường Bạch Hạc|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007915|Phường Bến Gót|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007918|Phường Vân Phú|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007921|Xã Phượng Lâu|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007924|Xã Thụy Vân|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007927|Phường Minh Phương|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007930|Xã Trưng Vương|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007933|Phường Minh Nông|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007936|Xã Sông Lô|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00008281|Xã Kim Đức|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00008287|Xã Hùng Lô|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00008503|Xã Hy Cương|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00008506|Xã Chu Hóa|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00008515|Xã Thanh Đình|Thành phố Việt Trì|Tỉnh Phú Thọ
153.00007942|Phường Hùng Vương|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007945|Phường Phong Châu|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007948|Phường Âu Cơ|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007951|Xã Hà Lộc|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007954|Xã Phú Hộ|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007957|Xã Văn Lung|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007960|Xã Thanh Minh|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007963|Xã Hà Thạch|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007966|Phường Thanh Vinh|Thị xã Phú Thọ|Tỉnh Phú Thọ
153.00007969|Thị trấn Đoan Hùng|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00007975|Xã Hùng Xuyên|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00007981|Xã Bằng Luân|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00007984|Xã Vân Du|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00007987|Xã Phú Lâm|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00007993|Xã Minh Lương|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00007996|Xã Bằng Doãn|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00007999|Xã Chí Đám|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008005|Xã Phúc Lai|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008008|Xã Ngọc Quan|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008014|Xã Hợp Nhất|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008017|Xã Sóc Đăng|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008023|Xã Tây Cốc|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008026|Xã Yên Kiện|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008029|Xã Hùng Long|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008032|Xã Vụ Quang|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008035|Xã Vân Đồn|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008038|Xã Tiêu Sơn|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008041|Xã Minh Tiến|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008044|Xã Minh Phú|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008047|Xã Chân Mộng|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008050|Xã Ca Đình|Huyện Đoan Hùng|Tỉnh Phú Thọ
153.00008053|Thị trấn Hạ Hòa|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008056|Xã Đại Phạm|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008062|Xã Đan Thượng|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008065|Xã Hà Lương|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008071|Xã Tứ Hiệp|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008080|Xã Hiền Lương|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008089|Xã Phương Viên|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008092|Xã Gia Điền|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008095|Xã Ấm Hạ|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008104|Xã Hương Xạ|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008110|Xã Xuân Áng|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008113|Xã Yên Kỳ|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008119|Xã Minh Hạc|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008122|Xã Lang Sơn|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008125|Xã Bằng Giã|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008128|Xã Yên Luật|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008131|Xã Vô Tranh|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008134|Xã Văn Lang|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008140|Xã Minh Côi|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008143|Xã Vĩnh Chân|Huyện Hạ Hòa|Tỉnh Phú Thọ
153.00008152|Thị trấn Thanh Ba|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008156|Xã Vân Lĩnh|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008158|Xã Đông Lĩnh|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008161|Xã Đại An|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008164|Xã Hanh Cù|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008170|Xã Đồng Xuân|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008173|Xã Quảng Yên|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008179|Xã Ninh Dân|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008194|Xã Võ Lao|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008197|Xã Khải Xuân|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008200|Xã Mạn Lạn|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008203|Xã Hòang Cương|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008206|Xã Chí Tiên|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008209|Xã Đông Thành|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008215|Xã Sơn Cương|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008218|Xã Thanh Hà|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008221|Xã Đỗ Sơn|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008224|Xã Đỗ Xuyên|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008227|Xã Lương Lỗ|Huyện Thanh Ba|Tỉnh Phú Thọ
153.00008230|Thị trấn Phong Châu|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008233|Xã Phú Mỹ|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008234|Xã Lệ Mỹ|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008236|Xã Liên Hoa|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008239|Xã Trạm Thản|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008242|Xã Trị Quận|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008245|Xã Trung Giáp|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008248|Xã Tiên Phú|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008251|Xã Hạ Giáp|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008254|Xã Bảo Thanh|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008257|Xã Phú Lộc|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008260|Xã Gia Thanh|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008263|Xã Tiên Du|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008266|Xã Phú Nham|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008272|Xã An Đạo|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008275|Xã Bình Phú|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008278|Xã Phù Ninh|Huyện Phù Ninh|Tỉnh Phú Thọ
153.00008290|Thị trấn Yên Lập|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008293|Xã Mỹ Lung|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008296|Xã Mỹ Lương|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008299|Xã Lương Sơn|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008302|Xã Xuân An|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008305|Xã Xuân Viên|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008308|Xã Xuân Thủy|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008311|Xã Trung Sơn|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008314|Xã Hưng Long|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008317|Xã Nga Hòang|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008320|Xã Đồng Lạc|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008323|Xã Thượng Long|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008326|Xã Đồng Thịnh|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008329|Xã Phúc Khánh|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008332|Xã Minh Hòa|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008335|Xã Ngọc Lập|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008338|Xã Ngọc Đồng|Huyện Yên Lập|Tỉnh Phú Thọ
153.00008341|Thị trấn Cẩm Khê|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008344|Xã Tiên Lương|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008347|Xã Tuy Lộc|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008350|Xã Ngô Xá|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008353|Xã Minh Tân|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008356|Xã Phượng Vĩ|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008362|Xã Thụy Liễu|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008374|Xã Tùng Khê|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008377|Xã Tam Sơn|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008380|Xã Văn Bán|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008383|Xã Cấp Dẫn|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008389|Xã Xương Thịnh|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008392|Xã Phú Khê|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008395|Xã Sơn Tình|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008398|Xã Yên Tập|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008401|Xã Hương Lung|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008404|Xã Tạ Xá|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008407|Xã Phú Lạc|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008413|Xã Chương Xá|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008416|Xã Hùng Việt|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008419|Xã Văn Khúc|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008422|Xã Yên Dưỡng|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008428|Xã Điêu Lương|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008431|Xã Đồng Lương|Huyện Cẩm Khê|Tỉnh Phú Thọ
153.00008434|Thị trấn Hưng Hoá|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008440|Xã Hiền Quan|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008443|Xã Bắc Sơn|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008446|Xã Thanh Uyên|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008461|Xã Lam Sơn|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008467|Xã Vạn Xuân|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008470|Xã Quang Húc|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008473|Xã Hương Nộn|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008476|Xã Tề Lễ|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008479|Xã Thọ Văn|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008482|Xã Dị Nậu|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008491|Xã Dân Quyền|Huyện Tam Nông|Tỉnh Phú Thọ
153.00008494|Thị trấn Lâm Thao|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008497|Xã Tiên Kiên|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008498|Thị trấn Hùng Sơn|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008500|Xã Xuân Lũng|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008509|Xã Xuân Huy|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008512|Xã Thạch Sơn|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008518|Xã Sơn Vi|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008521|Xã Phùng Nguyên|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008527|Xã Cao Xá|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008533|Xã Vĩnh Lại|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008536|Xã Tứ Xã|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008539|Xã Bản Nguyên|Huyện Lâm Thao|Tỉnh Phú Thọ
153.00008542|Thị trấn Thanh Sơn|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008563|Xã Sơn Hùng|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008572|Xã Địch Quả|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008575|Xã Giáp Lai|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008581|Xã Thục Luyện|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008584|Xã Võ Miếu|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008587|Xã Thạch Khoán|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008602|Xã Cự Thắng|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008605|Xã Tất Thắng|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008611|Xã Văn Miếu|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008614|Xã Cự Đồng|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008623|Xã Thắng Sơn|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008629|Xã Tân Minh|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008632|Xã Hương Cần|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008635|Xã Khả Cửu|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008638|Xã Đông Cửu|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008641|Xã Tân Lập|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008644|Xã Yên Lãng|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008647|Xã Yên Lương|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008650|Xã Thượng Cửu|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008653|Xã Lương Nha|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008656|Xã Yên Sơn|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008659|Xã Tinh Nhuệ|Huyện Thanh Sơn|Tỉnh Phú Thọ
153.00008662|Xã Đào Xá|Huyện Thanh Thủy|Tỉnh Phú Thọ
