153. Danh mục xã, phường cũ
Mã|Tên|Huyện|Tỉnh
153.00029740|Xã Song Phú|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029743|Xã Hòa Hiệp|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029746|Xã Mỹ Lộc|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029749|Xã Tân Phú|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029752|Xã Long Phú|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029755|Xã Mỹ Thạnh Trung|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029758|Xã Tường Lộc|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029761|Xã Loan Mỹ|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029764|Xã Ngãi Tứ|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029767|Xã Bình Ninh|Huyện Tam Bình|Tỉnh Vĩnh Long
153.00029770|Phường Cái Vồn|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029771|Phường Thành Phước|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029806|Xã Thuận An|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029809|Xã Đông Thạnh|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029812|Xã Đông Bình|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029813|Phường Đông Thuận|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029815|Xã Mỹ Hòa|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029818|Xã Đông Thành|Thị xã Bình Minh|Tỉnh Vĩnh Long
153.00029821|Thị trấn Trà Ôn|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029824|Xã Xuân Hiệp|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029827|Xã Nhơn Bình|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029830|Xã Hòa Bình|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029833|Xã Thới Hòa|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029836|Xã Trà Côn|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029839|Xã Tân Mỹ|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029842|Xã Hựu Thành|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029845|Xã Vĩnh Xuân|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029848|Xã Thuận Thới|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029851|Xã Phú Thành|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029854|Xã Thiện Mỹ|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029857|Xã Lục Sỹ Thành|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029860|Xã Tích Thiện|Huyện Trà Ôn|Tỉnh Vĩnh Long
153.00029773|Xã Tân Hưng|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029776|Xã Tân Thành|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029779|Xã Thành Trung|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029782|Xã Tân An Thạnh|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029785|Xã Tân Lược|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029788|Xã Nguyễn Văn Thảnh|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029791|Xã Thành Lợi|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029794|Xã Mỹ Thuận|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029797|Xã Tân Bình|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029800|Thị trấn Tân Quới|Huyện Bình Tân|Tỉnh Vĩnh Long
153.00029863|Phường 11|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029866|Phường 1|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029869|Phường 2|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029872|Phường 4|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029875|Phường 3|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029878|Phường 6|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029881|Xã Mỹ Ngãi|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029884|Xã Mỹ Tân|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029887|Xã Mỹ Trà|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029888|Phường Mỹ Phú|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029890|Xã Tân Thuận Tây|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029892|Phường Hòa Thuận|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029893|Xã Hòa An|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029896|Xã Tân Thuận Đông|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029899|Xã Tịnh Thới|Thành phố Cao Lãnh|Tỉnh Đồng Tháp
153.00029902|Phường 3|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029905|Phường 1|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029908|Phường 4|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029911|Phường 2|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029914|Xã Tân Khánh Đông|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029917|Phường Tân Quy Đông|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029919|Phường An Hòa|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029920|Xã Tân Quy Tây|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029923|Xã Tân Phú Đông|Thành phố Sa Đéc|Tỉnh Đồng Tháp
153.00029954|Phường An Lộc|Thành phố Hồng Ngự|Tỉnh Đồng Tháp
153.00029955|Phường An Thạnh|Thành phố Hồng Ngự|Tỉnh Đồng Tháp
153.00029959|Xã Bình Thạnh|Thành phố Hồng Ngự|Tỉnh Đồng Tháp
153.00029965|Xã Tân Hội|Thành phố Hồng Ngự|Tỉnh Đồng Tháp
153.00029978|Phường An Lạc|Thành phố Hồng Ngự|Tỉnh Đồng Tháp
153.00029986|Phường An Bình B|Thành phố Hồng Ngự|Tỉnh Đồng Tháp
153.00029989|Phường An Bình A|Thành phố Hồng Ngự|Tỉnh Đồng Tháp
153.00029926|Thị trấn Sa Rài|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029929|Xã Tân Hộ Cơ|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029932|Xã Thông Bình|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029935|Xã Bình Phú|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029938|Xã Tân Thành A|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029941|Xã Tân Thành B|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029944|Xã Tân Phước|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029947|Xã Tân Công Chí|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029950|Xã An Phước|Huyện Tân Hồng|Tỉnh Đồng Tháp
153.00029956|Xã Thường Phước 1|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029962|Xã Thường Thới Hậu A|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029971|Thị trấn Thường Thới Tiền|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029974|Xã Thường Phước 2|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029977|Xã Thường Lạc|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029980|Xã Long Khánh A|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029983|Xã Long Khánh B|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029992|Xã Long Thuận|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029995|Xã Phú Thuận B|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00029998|Xã Phú Thuận A|Huyện Hồng Ngự|Tỉnh Đồng Tháp
153.00030001|Thị trấn Tràm Chim|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030004|Xã Hòa Bình|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030007|Xã Tân Công Sính|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030010|Xã Phú Hiệp|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030013|Xã Phú Đức|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030016|Xã Phú Thành B|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030019|Xã An Hòa|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030022|Xã An Long|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030025|Xã Phú Cường|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030028|Xã Phú Ninh|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030031|Xã Phú Thọ|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030034|Xã Phú Thành A|Huyện Tam Nông|Tỉnh Đồng Tháp
153.00030037|Thị trấn Mỹ An|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030040|Xã Thạnh Lợi|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030043|Xã Hưng Thạnh|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030046|Xã Trường Xuân|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030049|Xã Tân Kiều|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030052|Xã Mỹ Hòa|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030055|Xã Mỹ Qúy|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030058|Xã Mỹ Đông|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030061|Xã Đốc Binh Kiều|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030064|Xã Mỹ An|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030067|Xã Phú Điền|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030070|Xã Láng Biển|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030073|Xã Thanh Mỹ|Huyện Tháp Mười|Tỉnh Đồng Tháp
153.00030076|Thị trấn Mỹ Thọ|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030079|Xã Gáo Giồng|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030082|Xã Phương Thịnh|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030085|Xã Ba Sao|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030088|Xã Phong Mỹ|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030091|Xã Tân Nghĩa|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030094|Xã Phương Trà|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030097|Xã Nhị Mỹ|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030100|Xã Mỹ Thọ|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030103|Xã Tân Hội Trung|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030106|Xã An Bình|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030109|Xã Mỹ Hội|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030112|Xã Mỹ Hiệp|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030115|Xã Mỹ Long|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030118|Xã Bình Hàng Trung|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030121|Xã Mỹ Xương|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030124|Xã Bình Hàng Tây|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030127|Xã Bình Thạnh|Huyện Cao Lãnh|Tỉnh Đồng Tháp
153.00030130|Thị trấn Thanh Bình|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030133|Xã Tân Quới|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030136|Xã Tân Hòa|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030139|Xã An Phong|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030142|Xã Phú Lợi|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030145|Xã Tân Mỹ|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030148|Xã Bình Tấn|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030151|Xã Tân Huề|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030154|Xã Tân Bình|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030157|Xã Tân Thạnh|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030160|Xã Tân Phú|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030163|Xã Bình Thành|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030166|Xã Tân Long|Huyện Thanh Bình|Tỉnh Đồng Tháp
153.00030169|Thị trấn Lấp Vò|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030172|Xã Mỹ An Hưng A|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030175|Xã Tân Mỹ|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030178|Xã Mỹ An Hưng B|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030181|Xã Tân Khánh Trung|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030184|Xã Long Hưng A|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030187|Xã Vĩnh Thạnh|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030190|Xã Long Hưng B|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030193|Xã Bình Thành|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030196|Xã Định An|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030199|Xã Định Yên|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030202|Xã Hội An Đông|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030205|Xã Bình Thạnh Trung|Huyện Lấp Vò|Tỉnh Đồng Tháp
153.00030208|Thị trấn Lai Vung|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030211|Xã Tân Dương|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030214|Xã Hòa Thành|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030217|Xã Long Hậu|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030220|Xã Tân Phước|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030223|Xã Hòa Long|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030226|Xã Tân Thành|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030229|Xã Long Thắng|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030232|Xã Vĩnh Thới|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030235|Xã Tân Hòa|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030238|Xã Định Hòa|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030241|Xã Phong Hòa|Huyện Lai Vung|Tỉnh Đồng Tháp
153.00030244|Thị trấn Cái Tàu Hạ|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030247|Xã An Hiệp|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030250|Xã An Nhơn|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030253|Xã Tân Nhuận Đông|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030256|Xã Tân Bình|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030259|Xã Tân Phú Trung|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030262|Xã Phú Long|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030265|Xã An Phú Thuận|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030268|Xã Phú Hựu|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030271|Xã An Khánh|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030274|Xã Tân Phú|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030277|Xã Hòa Tân|Huyện Châu Thành|Tỉnh Đồng Tháp
153.00030280|Phường Mỹ Bình|Thành phố Long Xuyên|Tỉnh An Giang
153.00030283|Phường Mỹ Long|Thành phố Long Xuyên|Tỉnh An Giang
153.00030285|Phường Đông Xuyên|Thành phố Long Xuyên|Tỉnh An Giang
153.00030286|Phường Mỹ Xuyên|Thành phố Long Xuyên|Tỉnh An Giang
153.00030289|Phường Bình Đức|Thành phố Long Xuyên|Tỉnh An Giang
153.00030292|Phường Bình Khánh|Thành phố Long Xuyên|Tỉnh An Giang
153.00030295|Phường Mỹ Phước|Thành phố Long Xuyên|Tỉnh An Giang
153.00030298|Phường Mỹ Quý|Thành phố Long Xuyên|Tỉnh An Giang
153.00030301|Phường Mỹ Thới|Thành phố Long Xuyên|Tỉnh An Giang
153.00030304|Phường Mỹ Thạnh|Thành phố Long Xuyên|Tỉnh An Giang
153.00030307|Phường Mỹ Hòa|Thành phố Long Xuyên|Tỉnh An Giang
153.00030310|Xã Mỹ Khánh|Thành phố Long Xuyên|Tỉnh An Giang
153.00030313|Xã Mỹ Hòa Hưng|Thành phố Long Xuyên|Tỉnh An Giang
153.00030316|Phường Châu Phú B|Thành phố Châu Đốc|Tỉnh An Giang
153.00030319|Phường Châu Phú A|Thành phố Châu Đốc|Tỉnh An Giang
153.00030322|Phường Vĩnh Mỹ|Thành phố Châu Đốc|Tỉnh An Giang
153.00030325|Phường Núi Sam|Thành phố Châu Đốc|Tỉnh An Giang
153.00030328|Phường Vĩnh Ngươn|Thành phố Châu Đốc|Tỉnh An Giang
153.00030331|Xã Vĩnh Tế|Thành phố Châu Đốc|Tỉnh An Giang
153.00030334|Xã Vĩnh Châu|Thành phố Châu Đốc|Tỉnh An Giang
153.00030337|Thị trấn An Phú|Huyện An Phú|Tỉnh An Giang
153.00030340|Xã Khánh An|Huyện An Phú|Tỉnh An Giang
153.00030341|Thị Trấn Long Bình|Huyện An Phú|Tỉnh An Giang
153.00030343|Xã Khánh Bình|Huyện An Phú|Tỉnh An Giang
153.00030346|Xã Quốc Thái|Huyện An Phú|Tỉnh An Giang
153.00030349|Xã Nhơn Hội|Huyện An Phú|Tỉnh An Giang
153.00030352|Xã Phú Hữu|Huyện An Phú|Tỉnh An Giang
153.00030355|Xã Phú Hội|Huyện An Phú|Tỉnh An Giang
153.00030358|Xã Phước Hưng|Huyện An Phú|Tỉnh An Giang
153.00030361|Xã Vĩnh Lộc|Huyện An Phú|Tỉnh An Giang
153.00030364|Xã Vĩnh Hậu|Huyện An Phú|Tỉnh An Giang
153.00030367|Xã Vĩnh Trường|Huyện An Phú|Tỉnh An Giang
153.00030370|Xã Vĩnh Hội Đông|Huyện An Phú|Tỉnh An Giang
153.00030373|Xã Đa Phước|Huyện An Phú|Tỉnh An Giang
153.00030376|Phường Long Thạnh|Thị xã Tân Châu|Tỉnh An Giang
153.00030377|Phường Long Hưng|Thị xã Tân Châu|Tỉnh An Giang
153.00030378|Phường Long Châu|Thị xã Tân Châu|Tỉnh An Giang
153.00030379|Xã Phú Lộc|Thị xã Tân Châu|Tỉnh An Giang
153.00030382|Xã Vĩnh Xương|Thị xã Tân Châu|Tỉnh An Giang
153.00030385|Xã Vĩnh Hòa|Thị xã Tân Châu|Tỉnh An Giang
153.00030387|Xã Tân Thạnh|Thị xã Tân Châu|Tỉnh An Giang
153.00030388|Xã Tân An|Thị xã Tân Châu|Tỉnh An Giang
153.00030391|Xã Long An|Thị xã Tân Châu|Tỉnh An Giang
153.00030394|Phường Long Phú|Thị xã Tân Châu|Tỉnh An Giang
153.00030397|Xã Châu Phong|Thị xã Tân Châu|Tỉnh An Giang
153.00030400|Xã Phú Vĩnh|Thị xã Tân Châu|Tỉnh An Giang
153.00030403|Xã Lê Chánh|Thị xã Tân Châu|Tỉnh An Giang
153.00030412|Phường Long Sơn|Thị xã Tân Châu|Tỉnh An Giang
153.00030406|Thị trấn Phú Mỹ|Huyện Phú Tân|Tỉnh An Giang
153.00030409|Thị trấn Chợ Vàm|Huyện Phú Tân|Tỉnh An Giang
153.00030415|Xã Long Hòa|Huyện Phú Tân|Tỉnh An Giang
153.00030418|Xã Phú Long|Huyện Phú Tân|Tỉnh An Giang
153.00030421|Xã Phú Lâm|Huyện Phú Tân|Tỉnh An Giang
153.00030424|Xã Phú Hiệp|Huyện Phú Tân|Tỉnh An Giang
153.00030427|Xã Phú Thạnh|Huyện Phú Tân|Tỉnh An Giang
153.00030430|Xã Hòa Lạc|Huyện Phú Tân|Tỉnh An Giang
153.00030433|Xã Phú Thành|Huyện Phú Tân|Tỉnh An Giang
153.00030436|Xã Phú An|Huyện Phú Tân|Tỉnh An Giang
153.00030439|Xã Phú Xuân|Huyện Phú Tân|Tỉnh An Giang
153.00030442|Xã Hiệp Xương|Huyện Phú Tân|Tỉnh An Giang
153.00030445|Xã Phú Bình|Huyện Phú Tân|Tỉnh An Giang
153.00030448|Xã Phú Thọ|Huyện Phú Tân|Tỉnh An Giang
153.00030451|Xã Phú Hưng|Huyện Phú Tân|Tỉnh An Giang
153.00030454|Xã Bình Thạnh Đông|Huyện Phú Tân|Tỉnh An Giang
153.00030457|Xã Tân Hòa|Huyện Phú Tân|Tỉnh An Giang
153.00030460|Xã Tân Trung|Huyện Phú Tân|Tỉnh An Giang
153.00030463|Thị trấn Cái Dầu|Huyện Châu Phú|Tỉnh An Giang
153.00030466|Xã Khánh Hòa|Huyện Châu Phú|Tỉnh An Giang
153.00030469|Xã Mỹ Đức|Huyện Châu Phú|Tỉnh An Giang
153.00030472|Xã Mỹ Phú|Huyện Châu Phú|Tỉnh An Giang
153.00030475|Xã Ô Long Vỹ|Huyện Châu Phú|Tỉnh An Giang
